Monstad,Teyvat,0,7.399,7,1,7,6
Liyue,Teyvat,0,58.705,8,0,6,4
Monstad,Teyvat,1,99.305,12,1,4,3
Liyue,Teyvat,1,67.406,2,4,4,4
Monstad,Teyvat,2,31.409,12,5,7,5
Liyue,Teyvat,2,60.28,5,2,5,0
Monstad,Teyvat,3,30.813,17,2,4,7
Liyue,Teyvat,3,81.74,19,1,5,0
Monstad,Teyvat,4,75.929,17,5,6,3
Liyue,Teyvat,4,39.682,10,5,6,0
Monstad,Teyvat,5,37.76,11,3,1,5
Liyue,Teyvat,5,69.152,10,1,4,1
Monstad,Teyvat,6,77.874,4,3,2,3
Liyue,Teyvat,6,25.103,4,5,0,5
Monstad,Teyvat,7,37.262,1,0,5,7
Liyue,Teyvat,7,79.342,5,1,0,2
Monstad,Teyvat,8,93.423,13,2,7,2
Liyue,Teyvat,8,83.101,6,5,6,4
Monstad,Teyvat,9,83.284,13,2,2,5
Liyue,Teyvat,9,6.146,8,1,3,1
Monstad,Teyvat,10,51.829,11,0,4,0
Liyue,Teyvat,10,64.328,12,3,3,2
Monstad,Teyvat,11,28.771,15,5,6,6
Liyue,Teyvat,11,9.757,20,1,0,5
Monstad,Teyvat,12,91.45,1,3,5,4
Liyue,Teyvat,12,88.808,9,5,7,1
Monstad,Teyvat,13,3.118,12,2,6,1
Liyue,Teyvat,13,30.492,7,3,6,5
Monstad,Teyvat,14,8.995,11,4,0,1
Liyue,Teyvat,14,34.594,1,2,3,1
Monstad,Teyvat,15,46.393,11,5,6,1
Liyue,Teyvat,15,87.136,15,0,6,0
Monstad,Teyvat,16,25.712,11,3,0,0
Liyue,Teyvat,16,21.975,11,4,6,5
Monstad,Teyvat,17,2.561,15,5,4,6
Liyue,Teyvat,17,0.076,20,2,1,0
Monstad,Teyvat,18,97.542,12,5,0,0
Liyue,Teyvat,18,53.325,19,5,4,4
Monstad,Teyvat,19,62.767,2,3,0,5
Liyue,Teyvat,19,16.662,4,4,7,3
Monstad,Teyvat,20,54.263,15,0,0,6
Liyue,Teyvat,20,92.603,1,1,4,1
Monstad,Teyvat,21,21.048,3,3,1,7
Liyue,Teyvat,21,6.367,13,1,1,7
Monstad,Teyvat,22,39.591,8,2,7,0
Liyue,Teyvat,22,89.997,17,0,7,2
Monstad,Teyvat,23,88.332,2,3,3,2
Liyue,Teyvat,23,82.869,20,3,6,2
Monstad,Teyvat,24,20.523,2,4,4,4
Liyue,Teyvat,24,51.908,11,1,1,7
Monstad,Teyvat,25,67.485,4,0,3,3
Liyue,Teyvat,25,50.594,1,4,1,7
Monstad,Teyvat,26,66.588,19,2,6,1
Liyue,Teyvat,26,76.627,8,5,5,7
Monstad,Teyvat,27,1.552,4,5,1,6
Liyue,Teyvat,27,61.374,5,2,1,7
Monstad,Teyvat,28,86.885,19,1,2,5
Liyue,Teyvat,28,73.247,7,0,4,6
Monstad,Teyvat,29,96.068,14,4,2,3
Liyue,Teyvat,29,61.174,10,0,4,5
Monstad,Teyvat,30,48.194,4,0,0,0
Liyue,Teyvat,30,85.38,14,3,2,0
Monstad,Teyvat,31,71.286,19,4,0,4
Liyue,Teyvat,31,32.602,15,5,1,6
Monstad,Teyvat,32,29.569,16,3,3,6
Liyue,Teyvat,32,91.865,16,0,6,1
Monstad,Teyvat,33,59.328,0,2,4,5
Liyue,Teyvat,33,62.025,20,5,6,5
Monstad,Teyvat,34,53.702,3,5,3,6
Liyue,Teyvat,34,23.893,7,1,4,1
Monstad,Teyvat,35,37.514,1,5,1,5
Liyue,Teyvat,35,49.529,15,0,1,7
Monstad,Teyvat,36,4.702,4,5,3,5
Liyue,Teyvat,36,45.97,19,0,2,2
Monstad,Teyvat,37,52.299,2,2,4,4
Liyue,Teyvat,37,71.162,17,0,3,2
Monstad,Teyvat,38,64.388,17,0,4,5
Liyue,Teyvat,38,44.023,2,0,3,6
Monstad,Teyvat,39,58.841,19,1,4,3
Liyue,Teyvat,39,12.098,10,1,3,3
Monstad,Teyvat,40,95.045,19,0,4,1
Liyue,Teyvat,40,53.027,19,0,3,6
Monstad,Teyvat,41,12.14,16,0,7,0
Liyue,Teyvat,41,84.402,17,1,7,3
Monstad,Teyvat,42,92.159,11,5,1,3
Liyue,Teyvat,42,41.199,16,1,7,3
Monstad,Teyvat,43,56.282,10,3,6,5
Liyue,Teyvat,43,2.214,1,4,1,3
Monstad,Teyvat,44,13.388,15,3,1,4
Liyue,Teyvat,44,87.964,8,5,1,2
Monstad,Teyvat,45,72.917,20,3,7,1
Liyue,Teyvat,45,47.054,18,2,5,4
Monstad,Teyvat,46,12.027,14,5,0,4
Liyue,Teyvat,46,92.399,1,3,2,4
Monstad,Teyvat,47,92.657,10,1,0,6
Liyue,Teyvat,47,50.495,7,5,2,0
Monstad,Teyvat,48,83.346,19,4,6,1
Liyue,Teyvat,48,36.989,15,2,0,1
Monstad,Teyvat,49,65.452,4,4,6,7
Liyue,Teyvat,49,51.658,14,0,2,4
Monstad,Teyvat,50,86.128,5,2,6,1
Liyue,Teyvat,50,1.481,4,3,0,4
Monstad,Teyvat,51,26.159,20,4,5,4
Liyue,Teyvat,51,75.191,20,4,2,5
Monstad,Teyvat,52,88.756,19,1,4,7
Liyue,Teyvat,52,35.294,19,0,2,0
Monstad,Teyvat,53,92.786,8,1,2,7
Liyue,Teyvat,53,2.989,11,0,5,2
Monstad,Teyvat,54,55.871,18,3,4,1
Liyue,Teyvat,54,70.671,13,0,6,5
Monstad,Teyvat,55,11.696,1,3,2,5
Liyue,Teyvat,55,12.613,13,0,5,5
Monstad,Teyvat,56,89.83,3,4,3,0
Liyue,Teyvat,56,84.387,0,3,0,3
Monstad,Teyvat,57,87.794,18,4,0,7
Liyue,Teyvat,57,65.486,17,4,2,4
Monstad,Teyvat,58,32.484,17,2,1,3
Liyue,Teyvat,58,13.807,18,1,3,2
Monstad,Teyvat,59,77.36,8,3,0,5
Liyue,Teyvat,59,44.863,16,5,7,6
Monstad,Teyvat,60,55.088,6,1,5,2
Liyue,Teyvat,60,82.511,18,2,6,7
Monstad,Teyvat,61,50.27,5,1,6,3
Liyue,Teyvat,61,37.595,11,2,7,3
Monstad,Teyvat,62,62.129,0,4,7,6
Liyue,Teyvat,62,28.39,19,1,3,0
Monstad,Teyvat,63,36.303,15,0,1,6
Liyue,Teyvat,63,89.648,17,2,5,0
Monstad,Teyvat,64,58.965,11,1,3,3
Liyue,Teyvat,64,82.34,0,4,5,3
Monstad,Teyvat,65,55.806,9,4,3,4
Liyue,Teyvat,65,57.147,12,5,1,7
Monstad,Teyvat,66,87.031,17,0,2,6
Liyue,Teyvat,66,5.978,11,1,2,5
Monstad,Teyvat,67,62.258,0,0,6,6
Liyue,Teyvat,67,6.703,1,2,3,7
Monstad,Teyvat,68,89.398,17,1,5,4
Liyue,Teyvat,68,7.23,3,0,0,2
Monstad,Teyvat,69,18.848,4,0,6,4
Liyue,Teyvat,69,0.983,14,5,4,6
Monstad,Teyvat,70,18.542,1,2,1,5
Liyue,Teyvat,70,7.48,18,1,3,4
Monstad,Teyvat,71,3.93,14,3,6,7
Liyue,Teyvat,71,24.618,1,5,1,3
Monstad,Teyvat,72,86.981,15,2,3,6
Liyue,Teyvat,72,64.246,13,3,4,5
Monstad,Teyvat,73,35.126,9,0,0,5
Liyue,Teyvat,73,83.963,20,0,7,3
Monstad,Teyvat,74,50.916,0,0,1,1
Liyue,Teyvat,74,25.31,12,0,2,6
Monstad,Teyvat,75,29.641,15,4,1,4
Liyue,Teyvat,75,82.146,14,5,7,0
Monstad,Teyvat,76,97.399,2,4,3,7
Liyue,Teyvat,76,21.956,11,1,3,3
Monstad,Teyvat,77,17.122,5,2,1,5
Liyue,Teyvat,77,96.127,6,2,6,2
Monstad,Teyvat,78,31.56,15,3,7,7
Liyue,Teyvat,78,6.417,20,4,2,5
Monstad,Teyvat,79,71.562,19,0,7,6
Liyue,Teyvat,79,76.508,20,1,3,5
Monstad,Teyvat,80,26.812,13,1,1,3
Liyue,Teyvat,80,54.009,4,0,6,2
Monstad,Teyvat,81,49.033,12,4,3,4
Liyue,Teyvat,81,9.17,10,1,3,4
Monstad,Teyvat,82,92.929,12,4,5,4
Liyue,Teyvat,82,84.55,9,3,4,0
Monstad,Teyvat,83,70.864,18,2,1,5
Liyue,Teyvat,83,70.232,2,4,3,3
Monstad,Teyvat,84,90.707,0,5,6,6
Liyue,Teyvat,84,51.593,20,5,5,1
Monstad,Teyvat,85,0.283,1,2,4,4
Liyue,Teyvat,85,25.976,10,0,3,6
Monstad,Teyvat,86,78.355,0,3,6,5
Liyue,Teyvat,86,22.152,6,2,1,4
Monstad,Teyvat,87,64.929,15,0,1,2
Liyue,Teyvat,87,7.849,7,5,6,7
Monstad,Teyvat,88,43.561,7,2,7,1
Liyue,Teyvat,88,61.218,14,2,6,1
Monstad,Teyvat,89,3.233,12,3,4,3
Liyue,Teyvat,89,16.652,2,1,3,6
Monstad,Teyvat,90,41.074,11,1,7,0
Liyue,Teyvat,90,6.412,9,0,2,1
Monstad,Teyvat,91,63.806,11,4,5,4
Liyue,Teyvat,91,52.917,11,1,7,1
Monstad,Teyvat,92,50.517,0,4,0,1
Liyue,Teyvat,92,2.515,1,3,3,1
Monstad,Teyvat,93,72.458,0,1,6,6
Liyue,Teyvat,93,39.635,7,5,7,2
Monstad,Teyvat,94,65.577,13,5,1,4
Liyue,Teyvat,94,94.737,7,3,5,1
Monstad,Teyvat,95,96.688,0,5,3,7
Liyue,Teyvat,95,27.684,5,1,2,7
Monstad,Teyvat,96,22.552,2,0,5,6
Liyue,Teyvat,96,97.083,10,2,1,2
Monstad,Teyvat,97,54.351,6,0,5,4
Liyue,Teyvat,97,86.495,3,0,1,0
Monstad,Teyvat,98,92.939,16,3,5,1
Liyue,Teyvat,98,16.981,2,0,1,5
Monstad,Teyvat,99,22.9,18,2,3,4
Liyue,Teyvat,99,17.508,7,1,5,7
Monstad,Teyvat,100,97.332,2,0,5,7
Liyue,Teyvat,100,77.671,0,3,1,3
Monstad,Teyvat,101,72.007,14,4,1,4
Liyue,Teyvat,101,45.462,20,0,7,4
Monstad,Teyvat,102,52.283,5,5,3,7
Liyue,Teyvat,102,7.89,13,1,1,3
Monstad,Teyvat,103,90.043,16,4,5,4
Liyue,Teyvat,103,7.812,7,0,1,5
Monstad,Teyvat,104,8.722,11,1,6,6
Liyue,Teyvat,104,86.591,15,4,4,2
Monstad,Teyvat,105,72.348,5,5,3,1
Liyue,Teyvat,105,25.287,14,2,2,6
Monstad,Teyvat,106,71.059,17,3,4,1
Liyue,Teyvat,106,99.459,2,5,0,6
Monstad,Teyvat,107,41.777,7,0,5,1
Liyue,Teyvat,107,57.769,4,5,5,5
Monstad,Teyvat,108,16.907,10,5,2,4
Liyue,Teyvat,108,51.31,8,2,0,1
Monstad,Teyvat,109,85.676,12,0,2,5
Liyue,Teyvat,109,84.811,4,3,4,7
Monstad,Teyvat,110,89.542,13,5,2,6
Liyue,Teyvat,110,59.525,0,1,7,1
Monstad,Teyvat,111,11.919,12,1,1,1
Liyue,Teyvat,111,3.29,0,3,0,4
Monstad,Teyvat,112,44.524,4,5,6,7
Liyue,Teyvat,112,75.1,9,1,3,2
Monstad,Teyvat,113,43.97,4,4,1,7
Liyue,Teyvat,113,59.307,15,2,5,1
Monstad,Teyvat,114,28.994,16,0,4,3
Liyue,Teyvat,114,46.118,7,4,7,6
Monstad,Teyvat,115,49.31,11,3,5,4
Liyue,Teyvat,115,79.647,7,3,6,3
Monstad,Teyvat,116,98.972,6,3,2,5
Liyue,Teyvat,116,81.838,14,2,7,4
Monstad,Teyvat,117,97.964,19,2,1,0
Liyue,Teyvat,117,33.76,16,4,5,6
Monstad,Teyvat,118,64.264,18,4,5,0
Liyue,Teyvat,118,40.196,3,4,2,3
Monstad,Teyvat,119,9.335,9,0,3,5
Liyue,Teyvat,119,50.789,8,2,4,4
Monstad,Teyvat,120,39.489,12,2,5,2
Liyue,Teyvat,120,18.588,0,1,1,1
